model,family,params_b,benchmark,strategy,seed,correct,numeric_present,rel_error,elapsed_sec,in_tokens,out_tokens,output
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.179,70,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.248,79,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.164,63,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.247,77,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.276,99,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.248,92,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.179,74,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.178,74,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.247,80,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.251,80,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.315,66,16,"The sentiment of the sentence ""serving sara does n't serve up a"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.282,70,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.246,68,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.182,93,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.178,73,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.178,78,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.245,66,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.179,71,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.245,66,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.246,68,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.152,63,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.184,75,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.246,75,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.245,74,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.256,68,9,The sentiment of the sentence is 'positive'.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.247,75,8,The sentiment of the sentence is positive.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.208,98,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.245,67,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.248,76,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.275,102,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.298,64,16,"The sentiment of the sentence ""it's not the ultimate depression-era gangster movie"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.297,71,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.15,60,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.178,66,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.252,77,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.151,60,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.287,62,16,"The sentiment of the sentence ""there's no emotional pulse to solaris."" is"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.194,79,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.256,76,9,The sentiment of the sentence is 'negative'.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.287,60,16,"The sentiment of the sentence ""a painfully funny ode to bad behavior"" is negative"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.266,73,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.247,82,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.248,92,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.179,79,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.287,64,16,"The sentiment of the sentence ""a sequence of ridiculous shoot-'em-up scenes"""
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.198,78,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.246,81,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.245,67,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.178,71,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.15,60,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.178,67,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.18,88,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.152,62,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.246,69,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.246,75,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.287,63,16,"The sentiment of the sentence ""jones ... does offer a brutal form of charisma"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.265,74,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.18,88,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.245,73,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.26,70,9,The sentiment of the sentence is 'negative'.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.318,66,16,"The sentiment of the sentence ""it's everything you don't go to the movies"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.314,62,16,"The sentiment of the sentence ""too slow, too long, and too little happens"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.261,80,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.246,76,8,The sentiment of the sentence is positive.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.183,88,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.255,68,9,The sentiment of the sentence is 'negative'.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.18,75,1,Positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.15,64,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.247,82,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.257,86,8,The sentiment of the sentence is negative.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,1,,,0.247,75,8,The sentiment of the sentence is positive.
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.257,54,12,"The sentiment of the sentence ""cool ?"" is negative."
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.303,62,16,"The sentiment of the sentence ""it's slow -- very, very slow"" is"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,zero_shot,43,0,,,0.302,65,16,"The sentiment of the sentence ""a sequel that 's much too big for its"
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.224,114,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,107,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,105,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.239,139,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,116,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.211,123,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,114,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,109,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,105,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,113,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,104,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,118,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,122,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,109,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,113,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,113,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,127,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.24,154,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,128,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,118,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,114,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,112,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.239,134,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,117,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.219,108,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.237,134,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,102,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,118,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.211,122,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.236,130,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.238,132,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.214,125,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.238,139,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.209,104,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,100,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,111,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.237,131,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.24,118,4,Sentiment: negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.237,135,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,128,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.213,115,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,118,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,126,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.211,120,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.209,103,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.239,133,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,118,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,105,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,113,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,113,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.238,141,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,114,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,121,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,112,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.239,132,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,129,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,126,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,121,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,106,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,118,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,110,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,109,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,121,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.237,131,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,110,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,106,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,122,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,122,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.213,120,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,109,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,121,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,124,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,107,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,111,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,103,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,119,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,120,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,109,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,106,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,124,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,114,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,120,1,mixed
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.238,135,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.238,130,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,116,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,114,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,125,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,115,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,105,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,116,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.235,130,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,115,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.217,122,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,117,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,123,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.235,134,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,110,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,128,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,109,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.209,118,1,neutral
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,115,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,118,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.235,130,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.236,140,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.235,130,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,107,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,113,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,113,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,106,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,124,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,112,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.218,127,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,121,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.234,131,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,118,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,113,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.235,130,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,117,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,127,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,101,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,125,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,115,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,112,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,120,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,102,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.238,140,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,106,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,127,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,109,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,115,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,106,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,119,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.217,117,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,129,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,129,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,111,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,105,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.208,111,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,120,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,112,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.208,105,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,108,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.235,142,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,115,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,125,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.235,130,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,124,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,113,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,125,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.213,128,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,127,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,112,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,129,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,129,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,115,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.236,132,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,120,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,129,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.211,116,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.236,134,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.21,115,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,117,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,106,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.247,132,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,102,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.236,140,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,124,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,105,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.209,110,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.212,126,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,111,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,120,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.24,131,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.353,111,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.218,108,1,negative
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,1,,,0.21,124,1,positive
qwen-1.5b,Qwen2.5-Instruct,1.5,sst2,few_shot,43,0,,,0.22,115,1,negative
